年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2023,5,1,12,56,臺中市,南屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B12,,,1,,2,,,12,,1,22,,B12,120.614719,24.146315,3
2023,5,1,12,56,臺中市,豐原區,0,0,0,8,1,8,50,3,8,1,5,4,5,7,4,4,1,4,4,1,14,12,3,10,3,4,B03,7,2,1,8,9,3,,12,12,1,19,9,B03,120.750402,24.269271,3
2023,5,1,12,57,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,1,16,23,2,9,1,1,C03,7,9,1,9,2,11,,23,23,1,5,8,C03,120.668273,24.107736,2
2023,5,1,13,0,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,22,,B03,120.637097,24.152403,3
2023,5,1,13,1,臺中市,后里區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,3,1,10,5,5,1,17,6,3,10,1,1,B03,7,5,1,8,2,15,,6,6,1,22,8,B03,120.71399,24.303373,2
2023,5,1,13,4,臺中市,南區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,5,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,14,,6,6,1,21,8,C03,120.67357,24.126014,2
2023,5,1,13,5,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B02,,,1,,2,,,23,,1,22,,B02,120.669496,24.144371,3
2023,5,1,13,5,臺中市,沙鹿區,0,0,0,,,,50,,,,,,,,,,,,,,,19,,,,,B12,,,1,,2,,,19,,1,21,,B12,120.559053,24.207176,3
2023,5,1,13,10,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.664754,24.235013,3
2023,5,1,13,12,臺中市,豐原區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,,6,6,1,22,8,B03,120.71446,24.239339,2
2023,5,1,13,14,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,,1,22,,B03,120.679085,24.171914,3
2023,5,1,13,15,臺中市,東區,0,0,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,5,2,17,23,3,10,1,1,C03,7,9,1,10,11,12,,23,23,1,22,8,C03,120.689221,24.140973,3
2023,5,1,13,15,臺中市,南屯區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,14,12,,,,,B03,,,1,,1,,,12,,1,5,,B03,120.643879,24.136004,3
2023,5,1,13,15,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,1,,,19,,1,22,,B03,120.60364,24.185685,3
2023,5,1,13,16,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,9,3,4,C03,7,5,1,10,2,12,,8,8,1,21,8,C03,120.690276,24.174136,2
2023,5,1,13,19,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,14,,6,6,1,22,8,C03,120.675153,24.171499,2
2023,5,1,13,20,臺中市,烏日區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,17,23,2,9,1,1,C03,7,9,3,18,2,12,,23,23,1,21,8,C03,120.637926,24.10835,2
2023,5,1,13,21,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.651547,24.131804,3
2023,5,1,13,25,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.609421,24.186056,3
2023,5,1,13,26,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,67,,,,,,,,,,,,,67,,1,,,,120.603799,24.242881,3
2023,5,1,13,28,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,16,1,4,,B03,120.676176,24.134296,3
2023,5,1,13,40,臺中市,梧棲區,0,0,0,,,,70,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,4,,B03,120.549795,24.244934,3
2023,5,1,13,44,臺中市,西區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,C03,,,1,,9,,,23,,1,5,,C03,120.661594,24.154398,3
2023,5,1,13,44,臺中市,南屯區,0,1,0,8,1,5,50,3,7,1,5,4,5,7,3,1,10,4,4,2,12,7,2,9,1,4,C03,7,7,1,10,2,14,,7,7,1,22,8,C03,120.63426,24.159103,2
2023,5,1,13,46,臺中市,大里區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,19,2,9,3,4,C03,7,1,1,10,2,11,,19,19,1,21,8,C03,120.695773,24.096526,2
2023,5,1,13,50,臺中市,東勢區,0,4,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,20,23,2,9,1,1,B03,7,9,1,8,2,5,,23,23,1,9,8,B03,120.838591,24.172195,2
2023,5,1,13,56,臺中市,烏日區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,19,,B03,120.616521,24.107356,3
2023,5,1,13,58,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,21,,B03,120.61868,24.102871,3
2023,5,1,14,2,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.69192,24.16975,3
2023,5,1,14,2,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,14,,6,6,1,21,8,C03,120.714343,24.149312,2
2023,5,1,14,4,臺中市,北區,0,1,0,8,1,5,30,4,2,1,5,4,5,7,4,4,5,5,5,2,16,6,2,9,1,1,C03,7,6,1,10,2,14,,6,6,1,22,8,C03,120.684381,24.153128,2
2023,5,1,14,5,臺中市,沙鹿區,0,3,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,4,9,C03,120.570167,24.230087,2
2023,5,1,14,5,臺中市,石岡區,0,1,0,8,1,5,70,4,2,1,5,4,5,7,1,1,4,1,4,1,16,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,22,9,B03,120.764091,24.277314,2
2023,5,1,14,12,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,44,,,,,B03,,,1,,2,,,44,,1,21,,B03,120.657375,24.146713,3
2023,5,1,14,18,臺中市,霧峰區,0,1,0,8,1,5,50,3,9,1,5,4,5,7,4,4,5,4,5,1,26,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,4,8,C03,120.691049,24.070878,2
2023,5,1,14,20,臺中市,烏日區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,1,1,5,5,4,2,18,42,2,9,1,1,C03,7,9,1,10,2,14,,42,42,1,21,8,C03,120.647993,24.101925,2
2023,5,1,14,21,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,22,,B03,120.656738,24.155892,3
2023,5,1,14,22,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,21,,B03,120.643088,24.075094,3
2023,5,1,14,26,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,12,,1,22,,C03,120.672214,24.171206,3
2023,5,1,14,35,臺中市,東區,0,0,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,12,,6,6,1,5,8,C03,120.690449,24.130843,3
2023,5,1,14,35,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,18,,,,,B03,,,1,,1,,,18,18,1,4,,B03,120.609279,24.138524,3
2023,5,1,14,37,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,,,,,B03,,,1,,1,,,10,,1,22,,B03,120.681164,24.161224,3
2023,5,1,14,46,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,2,4,4,2,12,7,3,10,1,1,B03,7,8,1,8,2,2,,7,7,1,5,5,B03,120.68726,24.15571,2
2023,5,1,14,46,臺中市,北區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,17,23,3,10,1,1,C03,7,9,1,10,11,14,,23,23,1,22,9,C03,120.671982,24.171806,2
2023,5,1,14,47,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.648643,24.162956,3
2023,5,1,14,47,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B02,,,1,,2,,,23,,1,5,,B02,120.590613,24.304898,3
2023,5,1,14,49,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,12,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,22,8,B03,120.654055,24.167928,2
2023,5,1,14,50,臺中市,北屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,21,8,B03,120.703798,24.171096,2
2023,5,1,14,50,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,17,17,1,4,,B03,120.656707,24.20064,3
2023,5,1,15,0,臺中市,西區,0,1,0,8,1,5,30,13,9,1,5,4,5,7,4,4,10,5,5,2,17,40,3,10,3,4,B03,7,15,1,8,2,5,,40,40,1,22,5,B03,120.657946,24.137482,2
2023,5,1,15,1,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,23,6,1,22,,B03,120.673289,24.170071,3
2023,5,1,15,6,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,21,,B03,120.722503,24.175016,3
2023,5,1,15,14,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,,1,22,,B03,120.671909,24.172452,4
2023,5,1,15,15,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.719028,24.161967,3
2023,5,1,15,15,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,26,3,10,1,4,B03,7,6,1,8,2,2,,26,26,1,22,8,B03,120.656532,24.197908,2
2023,5,1,15,20,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,,,,,,,,,,,,,43,,1,,,,120.689272,24.171492,3
2023,5,1,15,21,臺中市,南區,0,4,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,B03,7,9,1,8,2,2,,6,6,1,22,8,B03,120.676346,24.127671,2
2023,5,1,15,22,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,1,3,10,1,1,B03,7,9,1,8,2,5,,1,1,1,22,8,B03,120.696908,24.144833,2
2023,5,1,15,27,臺中市,沙鹿區,0,0,0,8,,,30,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,,1,4,,B03,120.558659,24.233121,3
2023,5,1,15,30,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,67,,,,,,,,,,,,,67,,1,,,,120.635012,24.15142,3
2023,5,1,15,32,臺中市,西屯區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,3,4,C03,7,6,1,10,2,11,,6,6,1,22,9,C03,120.618175,24.188086,2
2023,5,1,15,33,臺中市,南區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,16,26,2,9,1,1,C03,7,11,1,10,2,12,,26,26,1,5,8,C03,120.683564,24.133208,2
2023,5,1,15,35,臺中市,大雅區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,17,19,2,8,1,1,C03,7,1,1,10,2,12,,19,19,1,22,8,C03,120.672976,24.215781,2
2023,5,1,15,35,臺中市,太平區,0,0,0,8,,,80,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.717187,24.155883,3
2023,5,1,15,40,臺中市,西屯區,0,0,0,8,,,70,,,,,,,,,,,,,,,23,,,,,B02,,,1,,2,,,23,,1,22,,B02,120.624383,24.178531,3
2023,5,1,15,40,臺中市,烏日區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,5,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,21,8,C03,120.641586,24.102814,2
2023,5,1,15,41,臺中市,西屯區,0,1,0,8,1,5,50,4,9,1,5,4,5,7,2,1,1,5,5,2,18,43,2,9,1,1,C03,7,9,4,11,2,12,,43,43,1,22,8,C03,120.644268,24.171377,2
2023,5,1,15,42,臺中市,大甲區,0,0,0,,,,50,,,,,,,,,,,,,,,14,,,,,C03,,,1,,1,,,14,14,1,22,,C03,120.625035,24.344974,3
2023,5,1,15,42,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.759225,24.276538,3
2023,5,1,15,48,臺中市,大雅區,0,2,0,8,1,5,50,14,8,1,5,4,5,7,4,4,9,4,5,1,17,23,2,9,1,1,F03,7,9,8,20,2,15,,23,23,1,22,9,F03,120.623278,24.230014,2
2023,5,1,15,49,臺中市,神岡區,0,1,0,8,1,5,1,14,9,1,5,4,5,7,4,4,5,4,4,2,17,19,3,10,1,4,C03,7,1,1,10,2,11,,19,19,1,22,9,C03,120.70395,24.262015,2
2023,5,1,15,51,臺中市,東區,0,1,0,8,1,5,50,3,8,1,5,4,5,7,4,4,5,5,4,2,17,19,4,11,1,1,C03,7,1,1,10,2,14,,19,19,1,21,8,C03,120.710315,24.144451,2
2023,5,1,15,53,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,11,,,23,,1,22,,C03,120.642218,24.177956,3
2023,5,1,15,55,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,16,,1,22,,C03,120.71999,24.251714,3
2023,5,1,15,56,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,22,,B03,120.630357,24.162523,3
2023,5,1,15,56,臺中市,大里區,1,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,4,2,16,6,1,9,1,1,C03,7,5,1,10,2,12,,6,6,1,22,8,C03,120.693118,24.107558,1
2023,5,1,15,56,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,1,,,6,6,1,22,,B03,120.617249,24.348757,3
2023,5,1,15,56,臺中市,豐原區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,1,3,5,2,13,7,2,9,1,1,C03,7,7,1,10,2,13,12,7,7,1,22,8,C03,120.736837,24.272532,2
2023,5,1,15,57,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,21,,B03,120.671731,24.20124,3
2023,5,1,16,3,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,6,,9,9,1,22,8,B03,120.682031,24.181897,2
2023,5,1,16,3,臺中市,北屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,10,5,5,2,29,23,2,9,1,1,C03,7,9,1,10,2,15,,23,23,1,21,8,C03,120.693659,24.181321,2
2023,5,1,16,7,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,7,,1,22,,C03,120.699047,24.068814,3
2023,5,1,16,15,臺中市,南屯區,0,0,0,8,1,5,50,14,8,1,5,4,5,7,1,1,1,4,4,2,13,16,,,,,B03,,,1,,2,,,16,,1,5,,B03,120.632356,24.145477,3
2023,5,1,16,16,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,1,16,6,3,10,1,4,B03,7,6,1,8,2,2,,6,6,1,4,8,B03,120.6223,24.174268,2
2023,5,1,16,16,臺中市,大甲區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,21,,B03,120.626272,24.358125,3
2023,5,1,16,30,臺中市,西區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,5,5,5,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,,23,23,1,4,5,C03,120.661116,24.150853,2
2023,5,1,16,30,臺中市,東區,0,0,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,22,8,B03,120.700116,24.140067,3
2023,5,1,16,30,臺中市,豐原區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,42,2,9,1,1,F01,7,9,8,20,9,16,,42,42,1,13,8,F01,120.760169,24.27708,2
2023,5,1,16,31,臺中市,西區,0,0,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,13,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.671971,24.147584,3
2023,5,1,16,34,臺中市,大里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,16,26,2,9,1,1,C03,7,11,1,10,2,12,,26,26,1,22,8,C03,120.689605,24.105607,2
2023,5,1,16,37,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,7,4,5,2,16,6,3,10,1,1,B03,7,9,1,8,2,2,,6,6,1,5,5,B03,120.673124,24.145288,2
2023,5,1,16,39,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B11,,,1,,2,,,23,,1,22,,B11,120.686488,24.155681,3
2023,5,1,16,42,臺中市,豐原區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,5,1,13,16,3,10,1,1,B03,7,9,1,8,2,5,,16,16,1,22,8,B03,120.721757,24.239186,2
2023,5,1,16,43,臺中市,沙鹿區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,21,8,C03,120.560308,24.234232,2
2023,5,1,16,44,臺中市,西區,0,0,0,8,,,40,,,,,,,,,,,,,,,19,,,,,B03,,,1,,1,,,19,,1,22,,B03,120.671565,24.145511,3
2023,5,1,16,45,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.644223,24.177354,3
2023,5,1,16,48,臺中市,南屯區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,2,16,10,2,9,1,1,C03,7,11,4,14,2,12,,10,10,1,22,8,C03,120.611607,24.149291,2
2023,5,1,16,51,臺中市,龍井區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,17,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,5,8,C03,120.596009,24.187632,2
2023,5,1,16,54,臺中市,豐原區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.745947,24.265282,3
2023,5,1,16,55,臺中市,梧棲區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,3,1,10,4,5,1,13,23,3,10,1,1,B03,7,6,1,8,2,8,,23,23,1,4,8,B03,120.537047,24.251328,2
2023,5,1,16,56,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.680837,24.192848,3
2023,5,1,16,58,臺中市,大雅區,0,2,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,9,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,8,C03,120.649763,24.2145,2
2023,5,1,16,58,臺中市,南屯區,0,2,0,8,2,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,12,17,3,10,3,4,B03,7,9,1,8,2,2,,17,17,1,4,9,B03,120.633539,24.151835,2
2023,5,1,17,0,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,C03,,,1,,1,,,6,,1,21,,C03,120.705956,24.084958,3
2023,5,1,17,1,臺中市,東區,0,0,0,,,,40,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,5,,B03,120.709604,24.149178,3
2023,5,1,17,2,臺中市,東區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,1,4,5,2,12,17,4,11,1,1,B03,7,9,1,8,2,2,,17,17,1,21,8,B03,120.696652,24.139593,2
2023,5,1,17,3,臺中市,大里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,5,5,4,1,16,25,3,10,1,1,C03,7,9,1,10,9,14,,25,25,1,22,8,C03,120.678597,24.095065,2
2023,5,1,17,14,臺中市,烏日區,0,0,0,8,,,15,,,,,,,,,,,,,,,42,,,,,A11,,,1,,2,,,42,,1,10,,A11,120.589978,24.124278,3
2023,5,1,17,20,臺中市,東區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,15,,23,23,1,5,8,C03,120.695501,24.14789,2
2023,5,1,17,24,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,12,,B03,120.699667,24.075806,3
2023,5,1,17,25,臺中市,大里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,4,2,8,23,3,10,1,1,C04,7,9,3,18,2,12,,23,23,1,5,8,C04,120.690358,24.123336,2
2023,5,1,17,25,臺中市,沙鹿區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,26,3,10,1,1,B03,7,9,1,8,2,8,,26,26,1,21,8,B03,120.563448,24.249619,2
2023,5,1,17,26,臺中市,豐原區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,19,3,10,3,4,B03,7,1,1,8,2,4,,19,19,1,22,8,B03,120.780944,24.249267,2
2023,5,1,17,27,臺中市,大肚區,0,1,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,2,11,17,3,10,1,1,B03,7,9,1,8,2,8,,17,23,1,21,8,B03,120.552135,24.130842,2
2023,5,1,17,30,臺中市,沙鹿區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,9,5,5,1,17,42,2,9,1,1,C03,7,11,1,10,2,14,,42,42,1,5,8,C03,120.567818,24.202112,2
2023,5,1,17,31,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,,1,5,,B03,120.68535,24.181525,3
2023,5,1,17,39,臺中市,沙鹿區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,23,2,7,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.570169,24.229732,2
2023,5,1,17,40,臺中市,大雅區,0,2,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,2,11,5,2,8,1,1,C03,7,5,1,9,2,11,,5,5,1,22,9,C03,120.619926,24.22468,2
2023,5,1,17,40,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.650296,24.164099,3
2023,5,1,17,45,臺中市,大里區,0,2,0,8,2,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,12,6,2,7,1,1,C03,7,5,1,10,2,14,,6,6,1,21,7,C03,120.704131,24.106705,2
2023,5,1,17,45,臺中市,沙鹿區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,20,,B03,120.556883,24.225125,3
2023,5,1,17,46,臺中市,北屯區,0,1,0,8,1,5,50,5,2,1,5,4,5,7,2,1,1,2,5,2,12,23,3,10,1,1,B03,7,9,1,8,2,2,,23,23,1,21,8,B03,120.697745,24.170349,2
2023,5,1,17,47,臺中市,南屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,2,1,2,12,26,3,10,1,1,C03,7,7,1,10,2,14,,26,26,1,5,1,C03,120.623241,24.137107,2
2023,5,1,17,50,臺中市,東勢區,0,0,0,8,1,5,60,4,7,1,5,4,5,7,4,4,1,4,4,1,15,19,,,,,,,,,,,,,19,19,1,,,,120.837585,24.225156,3
2023,5,1,17,54,臺中市,西屯區,0,3,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,1,1,13,23,2,9,1,4,C03,7,9,1,10,2,11,,23,23,1,4,8,C03,120.606261,24.183588,2
2023,5,1,18,0,臺中市,東區,0,1,0,8,1,5,50,15,20,1,5,4,5,7,4,4,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,8,C03,120.692958,24.134723,2
2023,5,1,18,1,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,16,1,22,,B03,120.641018,24.167806,3
2023,5,1,18,2,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,3,,2,,,12,,1,22,,B03,120.703593,24.178757,3
2023,5,1,18,7,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,6,1,22,,B03,120.653311,24.134951,3
2023,5,1,18,11,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,10,,,,,B03,,,1,,2,,,10,,1,5,,B03,120.663799,24.114322,3
2023,5,1,18,12,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.651175,24.169641,3
2023,5,1,18,20,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,5,,B03,120.540513,24.261538,3
2023,5,1,18,30,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,44,,,,,B01,,,1,,1,,,44,,1,22,,B01,120.642615,24.163781,3
2023,5,1,18,35,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,43,,,,,B03,,,1,,11,,,43,,1,22,,B03,120.643084,24.162422,3
2023,5,1,18,36,臺中市,南區,0,3,0,8,2,5,50,4,7,1,5,4,5,7,2,1,1,4,4,2,13,17,2,9,1,1,C03,7,9,1,8,2,12,,17,17,1,21,8,C03,120.659601,24.111466,2
2023,5,1,18,37,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,10,1,,,16,16,1,21,,C03,120.701954,24.182037,3
